index,Waypoint on GPS,Final Waypoint,Fishing day,set,Date,Biologist,Captain,Region,Site,Lumped site,Latitude,Longitude,Anglers,Bait type,Species or lure type,Color of lure,Size of bait (cm),Depth (ft),Species,Length,Weight,Sex,Fin clip #,Floy tag,Take or Released,"Notes (stomach, eyes, etc.)",taxa,Other notes/ Blood vial number,,,,,,,,,,,,,,,,,,,
542,128,1741,28,28.3,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96554198,-122.516721,4,Herring,Herring,NA,14,65,copper rockfish,45,2.1,M,,,Released,"good condition, surface released",rockfish,crabs and shrimp in mouth,,,,,,,,,,,,,,,,,,,
543,129,1742,28,28.3,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96541802,-122.517374,4,Herring,Herring,NA,14,85,copper rockfish,42,1.9,M,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
544,130,1743,28,28.3,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96481804,-122.521401,4,Herring,Herring,NA,14,81,spiny dogfish,79,,M,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
545,131,1744,28,28.3,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96444102,-122.523726,4,Herring,Herring,NA,14,70,copper rockfish,38,1.25,F,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
546,131,1744,28,28.3,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96444102,-122.523726,4,Herring,Herring,NA,14,70,quillback rockfish,25,0.35,F,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
547,136,1749,28,28.5,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96592998,-122.516184,3,Herring,Herring,NA,14,63,copper rockfish,34,0.85,F,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
548,137,1750,28,28.5,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96587399,-122.516811,3,Herring,Herring,NA,14,63,black rockfish,53,2.4,M,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
549,137,1750,28,28.5,9/13/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96587399,-122.516811,3,Herring,Herring,NA,14,63,quillback rockfish,35,1.15,F,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
550,140,1753,28,28.6,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.13473397,-122.671624,4,Live large,Pacific sanddab,NA,20,111,lingcod,95,9.2,f,NA,100,Released,brown,lingcod,280,,,,,,,,,,,,,,,,,,,
551,143,1756,28,28.7,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.13466096,-122.671096,4,Live large,Pacific sanddab,NA,18,114,lingcod,76,5.6,m,NA,172,Released,brown,lingcod,290,,,,,,,,,,,,,,,,,,,
552,145,1758,28,28.8,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.13496497,-122.671992,4,Live large,Pacific sanddab,NA,18,109,lingcod,73,5.5,m,NA,176,Released,brown,lingcod,288,,,,,,,,,,,,,,,,,,,
553,146,1759,28,28.8,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.135358,-122.672792,4,Live large,Pacific sanddab,NA,19,110,lingcod,83,7.5,m,NA,177,Released,brown,lingcod,289,,,,,,,,,,,,,,,,,,,
554,146,1759,28,28.8,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.135358,-122.672792,4,Live large,Pacific sanddab,NA,21,110,lingcod,79,6.2,m,NA,178,Released,brown,lingcod,291,,,,,,,,,,,,,,,,,,,
555,150,1763,28,28.1,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.13549102,-122.670382,4,Live large,Pacific sanddab,NA,17,102,lingcod,78,5.6,m,NA,179,Released,brown,lingcod,297,,,,,,,,,,,,,,,,,,,
556,153,1766,28,28.11,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.13591397,-122.670844,4,Live large,Pacific sanddab,NA,20,113,lingcod,70,4.3,m,NA,180,Released,brown,lingcod,292,,,,,,,,,,,,,,,,,,,
557,156,1769,28,28.12,9/13/18,KA,NK,CPS,Keystone east,Keystone south,48.13615101,-122.670757,4,Live large,Pacific sanddab,NA,17,120,lingcod,53,1.65,f,NA,181,Released,blue,lingcod,295,,,,,,,,,,,,,,,,,,,
558,159,1772,28,28.13,9/13/18,KA,NK,CPS,Keystone west,Keystone north,48.14094102,-122.680088,4,Artificial lure,PWD,white,6,155,lingcod,39,0.65,m,NA,182,Released,brown,lingcod,293,,,,,,,,,,,,,,,,,,,
559,170,1783,28,28.17,9/13/18,KA,NK,CPS,Keystone west,Keystone north,48.13975004,-122.680298,4,Artificial lure,PWD,white,6,150,copper rockfish,44,2.2,f,NA,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
560,177,1790,28,28.19,9/13/18,KA,NK,CPS,Keystone west,Keystone north,48.13672098,-122.676045,4,Artificial lure,PWD,white,6,94,yellowtail rockfish,24,0.3,u,084J,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
561,178,1791,28,28.19,9/13/18,KA,NK,CPS,Keystone west,Keystone north,48.13807801,-122.677627,4,Artificial lure,PWD,white,6,90,copper rockfish,36,1.18,f,NA,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
562,179,1792,28,28.19,9/13/18,KA,NK,CPS,Keystone west,Keystone north,48.13827398,-122.677762,4,Artificial lure,PWD,white,6,109,copper rockfish,39,1.5,m,NA,,Released,"one popeye, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
563,179,1792,28,28.19,9/13/18,KA,NK,CPS,Keystone west,Keystone north,48.13827398,-122.677762,4,Artificial lure,PWD,white,6,109,yellowtail rockfish,20,0.25,u,NA,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
564,185,1798,29,29.1,9/14/18,KA,NK,CPS,Possession west,Possession west,47.899291,-122.437266,4,Artificial lure,PWD,green,6,57,rock sole,33,0.6,f,,,Released,"good condition, surface released",flatfish,,,,,,,,,,,,,,,,,,,,
565,190,1803,29,29.3,9/14/18,KA,NK,CPS,Possession west,Possession west,47.905488,-122.432527,4,Artificial lure,PWD,green,6,60,quillback rockfish,36,1.15,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
566,193,1806,29,29.4,9/14/18,KA,NK,CPS,Possession west,Possession west,47.90629702,-122.431107,4,Artificial lure,PWD,green,6,63,copper rockfish,42,1.8,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
567,196,1809,29,29.5,9/14/18,KA,NK,CPS,Possession west,Possession west,47.90564801,-122.431213,4,Artificial lure,PWD,green,6,63,quillback rockfish,34,1,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
568,197,1810,29,29.5,9/14/18,KA,NK,CPS,Possession west,Possession west,47.90674997,-122.434362,4,Artificial lure,PWD,green,6,63,quillback rockfish,24,0.35,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
569,200,1813,29,29.6,9/14/18,KA,NK,CPS,Possession west,Possession west,47.89800103,-122.429723,4,Artificial lure,PWD,green,6,77,quillback rockfish,36,1.1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
570,203,1816,29,29.7,9/14/18,KA,NK,CPS,Possession west,Possession west,47.89524204,-122.428611,4,Artificial lure,PWD,green,6,61,copper rockfish,31,0.75,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
571,204,1817,29,29.7,9/14/18,KA,NK,CPS,Possession west,Possession west,47.89609197,-122.429437,4,Artificial lure,PWD,green,6,67,copper rockfish,39,1.6,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
572,207,1820,29,29.8,9/14/18,KA,NK,CPS,Possession west,Possession west,47.89487299,-122.428183,4,Artificial lure,PWD,green,6,56,spiny dogfish,96,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
573,208,1821,29,29.8,9/14/18,KA,NK,CPS,Possession west,Possession west,47.89515303,-122.428643,4,Artificial lure,PWD,green,6,72,copper rockfish,,,,,,Released,got off at surface,rockfish,,,,,,,,,,,,,,,,,,,,
574,209,1822,29,29.8,9/14/18,KA,NK,CPS,Possession west,Possession west,47.89601703,-122.429643,4,Artificial lure,PWD,green,6,72,spiny dogfish,98,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
575,212,1825,29,29.9,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88501302,-122.409827,4,Live large,Pacific sanddab,NA,21,68,spiny dogfish,,,,,,Released,came off the hook at surface,groundfish,,,,,,,,,,,,,,,,,,,,
576,216,1829,29,29.1,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88446501,-122.409818,4,Live large,Pacific sanddab,NA,17,70,spiny dogfish,,,,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
577,217,1830,29,29.1,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88461303,-122.410035,4,Live large,Pacific sanddab,NA,18,75,spiny dogfish,89,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
578,218,1831,29,29.1,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88478302,-122.410355,4,Live large,Pacific sanddab,NA,18,80,spiny dogfish,89,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
579,218,1831,29,29.1,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88478302,-122.410355,4,Live large,Pacific sanddab,NA,17,80,spiny dogfish,90,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
580,221,1834,29,29.11,9/14/18,KA,NK,CPS,Possession east,Possession east,47.888317,-122.407882,4,Live large,Pacific sanddab,NA,18,58,spiny dogfish,89,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
581,221,1834,29,29.11,9/14/18,KA,NK,CPS,Possession east,Possession east,47.888317,-122.407882,4,Live large,Pacific sanddab,NA,23,59,spiny dogfish,86,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
582,222,1835,29,29.11,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88834399,-122.408128,4,Live large,Pacific sanddab,NA,17,56,spiny dogfish,87,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
583,222,1835,29,29.11,9/14/18,KA,NK,CPS,Possession east,Possession east,47.88834399,-122.408128,4,Live large,Pacific sanddab,NA,18,58,spiny dogfish,92,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
584,225,1838,29,29.12,9/14/18,KA,NK,CPS,Possession east,Possession east,47.89160396,-122.413669,4,Live large,Pacific sanddab,NA,17,60,spiny dogfish,95,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
585,226,1839,29,29.12,9/14/18,KA,NK,CPS,Possession east,Possession east,47.891741,-122.413997,4,Live large,Pacific sanddab,NA,17,60,spiny dogfish,98,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
586,227,1840,29,29.12,9/14/18,KA,NK,CPS,Possession east,Possession east,47.89173002,-122.41407,4,Live large,Pacific sanddab,NA,17,60,spiny dogfish,90,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
587,227,1840,29,29.12,9/14/18,KA,NK,CPS,Possession east,Possession east,47.89173002,-122.41407,4,Live large,Pacific sanddab,NA,18,60,spiny dogfish,91,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
588,227,1840,29,29.12,9/14/18,KA,NK,CPS,Possession east,Possession east,47.89173002,-122.41407,4,Live large,Pacific sanddab,NA,18,60,spiny dogfish,88,,f,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
589,232,1845,29,29.14,9/14/18,KA,NK,CPS,Possession east,Possession east,47.90666599,-122.375038,4,Live large,Pacific sanddab,NA,17,80,brown rockfish,24,,f,003J,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
590,241,1854,29,29.17,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99983,-122.312029,4,Herring,herring,NA,14,41,copper rockfish,43,1.75,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
591,242,1855,29,29.17,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,48.00004399,-122.311701,4,Herring,herring,NA,14,47,quillback rockfish,21,0.3,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
592,243,1856,29,29.17,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,48.00005699,-122.311682,4,Herring,herring,NA,14,47,copper rockfish,38,1.4,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
593,243,1856,29,29.17,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,48.00005699,-122.311682,4,Herring,herring,NA,14,47,copper rockfish,29,0.5,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
594,246,1859,29,29.18,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99910396,-122.311434,4,Herring,herring,NA,14,50,quillback rockfish,34,1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
595,247,1860,29,29.18,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99917999,-122.311386,4,Herring,herring,NA,14,50,copper rockfish,33,0.9,u,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
596,248,1861,29,29.18,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99938601,-122.311252,4,Herring,herring,NA,14,43,copper rockfish,40,1.55,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
597,249,1862,29,29.18,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99953898,-122.311239,4,Herring,herring,NA,14,43,copper rockfish,40,1.42,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
598,250,1863,29,29.18,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99973303,-122.311161,4,Herring,herring,NA,14,42,copper rockfish,38,1.35,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
599,253,1866,29,29.19,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99911704,-122.310922,4,Herring,herring,NA,14,43,copper rockfish,37,1.25,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
600,253,1866,29,29.19,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99911704,-122.310922,4,Herring,herring,NA,14,43,copper rockfish,35,1.02,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
601,253,1866,29,29.19,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99911704,-122.310922,4,Herring,herring,NA,14,43,copper rockfish,36,1.08,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
602,256,1869,29,29.2,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99916599,-122.311117,4,Herring,herring,NA,14,47,copper rockfish,34,1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
603,259,1872,29,29.21,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99912701,-122.311547,4,Herring,herring,NA,14,51,copper rockfish,25,0.35,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
604,261,1874,29,29.21,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.99925299,-122.311473,4,Herring,herring,NA,14,41,copper rockfish,39,1.45,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
605,264,1877,29,29.22,9/14/18,KA,NK,CPS,Gedney Island,Gedney Island,47.999498,-122.311177,2,Herring,herring,NA,14,42,copper rockfish,26,0.4,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
606,268,1881,30,30.1,9/28/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96558197,-122.514968,4,Artificial lure,PWD,Green,6,83,staghorn sculpin,29,0.5,u,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
607,269,1882,30,30.1,9/28/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96549303,-122.515302,4,Artificial lure,PWD,Green,6,73,brown rockfish,30,0.65,m,063J,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
608,274,1887,30,30.2,9/28/18,KA,NK,CPS,Double Bluff,Double Bluff,47.96665301,-122.516264,4,Artificial lure,PWD,Green,6,60,copper rockfish,45,2.3,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
609,277,1890,30,30.3,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13463003,-122.670381,4,Herring,herring,NA,14,120,quillback rockfish,39,1.55,m,,,Released,Everted stomach; good eyes; descended,rockfish,,,,,,,,,,,,,,,,,,,,
610,278,1891,30,30.3,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.135114,-122.670964,4,Herring,herring,NA,14,119,lingcod,40,1.75,m,,183,Released,brown,lingcod,300,,,,,,,,,,,,,,,,,,,
611,281,1894,30,30.4,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13451797,-122.671884,4,Herring,herring,NA,14,104,black rockfish,48,2.6,m,,,Released,everted stomach; good eyes; descended,rockfish,,,,,,,,,,,,,,,,,,,,
612,281,1894,30,30.4,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13451797,-122.671884,4,Herring,herring,NA,14,104,quillback rockfish,42,1.75,m,,,Released,eyes popped; surface released,rockfish,,,,,,,,,,,,,,,,,,,,
613,285,1898,30,30.5,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13479197,-122.672795,4,Herring,herring,NA,14,109,quillback rockfish,33,1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
614,287,1900,30,30.6,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13676801,-122.674399,4,Herring,herring,NA,14,115,lingcod,42,0.85,m,,184,Released,brown,lingcod,296,,,,,,,,,,,,,,,,,,,
615,288,1901,30,30.6,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13801498,-122.67535,4,Herring,herring,NA,14,109,lingcod,45,1.1,m,,185,Released,brown,lingcod,299,,,,,,,,,,,,,,,,,,,
616,291,1904,30,30.7,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13436902,-122.670263,4,Herring,herring,NA,14,118,copper rockfish,46,2.6,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
617,292,1905,30,30.7,9/28/18,KA,NK,CPS,Keystone south,Keystone south,48.13526304,-122.670945,4,Herring,herring,NA,14,115,cabezon,52,2.75,u,,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
618,300,1913,30,30.9,9/28/18,KA,NK,CPS,Keystone north,Keystone north,48.13732096,-122.678073,4,Live large,Pacific sanddab,NA,18,152,copper rockfish,45,2.3,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
619,305,1918,30,30.11,9/28/18,KA,NK,CPS,Keystone north,Keystone north,48.13585798,-122.67543,4,Live large,Pacific sanddab,NA,21,122,lingcod,60,2.3,m,,186,Released,brown,lingcod,298,,,,,,,,,,,,,,,,,,,
620,309,1922,30,30.12,9/28/18,KA,NK,CPS,Keystone north,Keystone north,48.138134,-122.678347,4,Live large,Pacific sanddab,NA,23,136,lingcod,73,4.2,m,,187,Released,brown,lingcod,72,,,,,,,,,,,,,,,,,,,
621,314,1927,31,31.1,3/4/19,KA,NK,CPS,Possession east,Possession east,47.888849,-122.407189,4,Artificial lure,PWD,Green,6,58,rock sole,32,,m,,,Released,"good condition, surface released",flatfish,,,,,,,,,,,,,,,,,,,,
622,318,1931,31,31.2,3/4/19,KA,NK,CPS,Possession east,Possession east,47.88825598,-122.408571,4,Artificial lure,PWD,Green,6,52,quillback rockfish,33,1.15,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
623,329,1942,31,31.7,3/4/19,KA,NK,CPS,Possession east,Possession east,47.88508703,-122.409969,5,Artificial lure,PWD,Green,6,65,quillback rockfish,30,0.7,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
624,336,1949,31,31.1,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90581699,-122.43558,4,Herring,herring,NA,14,50,quillback rockfish,34,1.2,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
625,336,1949,31,31.1,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90581699,-122.43558,4,Herring,herring,NA,14,50,quillback rockfish,33,1.1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
626,337,1950,31,31.1,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90516102,-122.435255,4,Herring,herring,NA,14,50,copper rockfish,34,1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
627,338,1951,31,31.1,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90507703,-122.435089,4,Herring,herring,NA,14,38,quillback rockfish,34,1.1,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
628,341,1954,31,31.11,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90554801,-122.434878,4,Herring,herring,NA,14,38,copper rockfish,45,2.1,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
629,341,1954,31,31.11,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90554801,-122.434878,4,Herring,herring,NA,14,38,lingcod,48,2.4,f,,188,Released,blue,lingcod,blood????,,,,,,,,,,,,,,,,,,,
630,341,1954,31,31.11,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90554801,-122.434878,4,Herring,herring,NA,14,38,copper rockfish,46,1.85,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
631,341,1954,31,31.11,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90554801,-122.434878,4,Herring,herring,NA,14,38,quillback rockfish,43,1.8,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
632,341,1954,31,31.11,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90554801,-122.434878,4,Herring,herring,NA,14,38,quillback rockfish,29,0.6,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
633,347,1960,31,31.13,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90577399,-122.434628,4,Herring,herring,NA,14,42,quillback rockfish,31,0.9,f,,,Released,"good condition, surface released",rockfish,eggs present,,,,,,,,,,,,,,,,,,,
634,347,1960,31,31.13,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90577399,-122.434628,4,Herring,herring,NA,14,42,copper rockfish,32,0.8,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
635,347,1960,31,31.13,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90577399,-122.434628,4,Herring,herring,NA,14,40,quillback rockfish,28,0.55,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
636,348,1961,31,31.13,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90573702,-122.434589,4,Herring,herring,NA,14,35,copper rockfish,30,0.7,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
637,352,1965,31,31.14,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90610298,-122.434992,4,Herring,herring,NA,14,62,quillback rockfish,33,1.05,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
638,353,1966,31,31.14,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90609803,-122.434965,4,Herring,herring,NA,14,68,quillback rockfish,31,0.85,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
639,353,1966,31,31.14,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90609803,-122.434965,4,Herring,herring,NA,14,68,lingcod,44,1.15,m,,189,Released,brown,lingcod,76,,,,,,,,,,,,,,,,,,,
640,353,1966,31,31.14,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90609803,-122.434965,4,Herring,herring,NA,14,68,quillback rockfish,36,1.2,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
641,354,1967,31,31.14,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90613399,-122.434724,4,Herring,herring,NA,14,68,copper rockfish,39,1.65,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
642,358,1971,31,31.15,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90633197,-122.434236,4,Herring,herring,NA,14,62,quillback rockfish,27,0.55,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
643,358,1971,31,31.15,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90633197,-122.434236,4,Herring,herring,NA,14,62,lingcod,47,1.25,m,,190,Released,brown,lingcod,77,,,,,,,,,,,,,,,,,,,
644,359,1972,31,31.15,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90632099,-122.434156,4,Herring,herring,NA,14,62,quillback rockfish,36,1.2,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
645,359,1972,31,31.15,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90632099,-122.434156,4,Herring,herring,NA,14,62,copper rockfish,44,2.25,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
646,361,1974,31,31.16,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90669901,-122.434474,4,Herring,herring,NA,14,62,copper rockfish,30,0.7,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
647,361,1974,31,31.16,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90669901,-122.434474,4,Herring,herring,NA,14,62,quillback rockfish,28,0.6,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
648,361,1974,31,31.16,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90669901,-122.434474,4,Herring,herring,NA,14,62,copper rockfish,33,0.95,m,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
649,364,1977,31,31.17,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90680102,-122.434102,4,Herring,herring,NA,14,61,lingcod,48,1.4,f,,191,Released,blue,lingcod,75,,,,,,,,,,,,,,,,,,,
650,364,1977,31,31.17,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90680102,-122.434102,4,Herring,herring,NA,14,61,red irish lord,33,0.5,,053J,,Released,"good condition, surface released",groundfish,,,,,,,,,,,,,,,,,,,,
651,366,1979,31,31.18,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90702004,-122.434041,4,Herring,herring,NA,14,60,copper rockfish,31,0.7,f,,,Released,"good condition, surface released",rockfish,,,,,,,,,,,,,,,,,,,,
652,366,1979,31,31.18,3/4/19,KA,NK,CPS,Possession west,Possession west,47.90702004,-122.434041,4,Herring,herring,NA,14,60,lingcod,53,1.85,f,,192,Released,brown,lingcod,73,,,,,,,,,,,,,,,,,,,
